"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Andorra","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","54",""
"Andorra","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","59",""
"Andorra","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","56",""
"Andorra","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","57",""
"Andorra","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","59",""
"Andorra","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","52",""
"Andorra","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","55",""
"Andorra","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","49",""
"Andorra","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","54",""
"Andorra","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","52",""
"Andorra","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","737",""
"Andorra","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","59",""
"Andorra","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","64",""
"Andorra","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","71",""
"Andorra","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","62",""
"Andorra","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","77",""
"Andorra","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","54",""
"Andorra","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","62",""
"Andorra","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","59",""
"Andorra","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","51",""
"Andorra","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","62",""
"Andorra","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","59",""
"Andorra","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","57",""
"Andorra","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","793",""
"Andorra","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","68",""
"Andorra","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","65",""
"Andorra","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","59",""
"Andorra","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","67",""
"Andorra","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","74",""
"Andorra","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","77",""
"Andorra","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","68",""
"Andorra","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","76",""
"Andorra","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","52",""
"Andorra","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","59",""
"Andorra","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","63",""
"Andorra","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","65",""
"Andorra","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","828",""
"Andorra","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2011","69",""
"Andorra","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2011","57",""
"Andorra","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2011","63",""
"Andorra","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2011","70",""
"Andorra","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2011","59",""
"Andorra","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2011","90",""
"Andorra","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2011","67",""
"Andorra","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2011","75",""
"Andorra","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2011","67",""
"Andorra","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2011","81",""
"Andorra","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2011","68",""
"Andorra","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2011","62",""
"Andorra","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2011","0",""
"Anguilla","2019","Total","January","Data tabulated by year of registration","Provisional figure","2020","6",""
"Anguilla","2019","Total","February","Data tabulated by year of registration","Provisional figure","2020","13",""
"Anguilla","2019","Total","March","Data tabulated by year of registration","Provisional figure","2020","7",""
"Anguilla","2019","Total","April","Data tabulated by year of registration","Provisional figure","2020","10",""
"Anguilla","2019","Total","May","Data tabulated by year of registration","Provisional figure","2020","8",""
"Anguilla","2019","Total","June","Data tabulated by year of registration","Provisional figure","2020","5",""
"Anguilla","2019","Total","July","Data tabulated by year of registration","Provisional figure","2020","19",""
"Anguilla","2019","Total","August","Data tabulated by year of registration","Provisional figure","2020","9",""
"Anguilla","2019","Total","September","Data tabulated by year of registration","Provisional figure","2020","11",""
"Anguilla","2018","Total","Total","Data tabulated by year of registration","Provisional figure","2020","114",""
"Anguilla","2018","Total","January","Data tabulated by year of registration","Provisional figure","2020","5",""
"Anguilla","2018","Total","February","Data tabulated by year of registration","Provisional figure","2020","9",""
"Anguilla","2018","Total","March","Data tabulated by year of registration","Provisional figure","2020","14",""
"Anguilla","2018","Total","April","Data tabulated by year of registration","Provisional figure","2020","6",""
"Anguilla","2018","Total","May","Data tabulated by year of registration","Provisional figure","2020","7",""
"Anguilla","2018","Total","June","Data tabulated by year of registration","Provisional figure","2020","10",""
"Anguilla","2018","Total","July","Data tabulated by year of registration","Provisional figure","2020","7",""
"Anguilla","2018","Total","August","Data tabulated by year of registration","Provisional figure","2020","11",""
"Anguilla","2018","Total","September","Data tabulated by year of registration","Provisional figure","2020","8",""
"Anguilla","2018","Total","October","Data tabulated by year of registration","Provisional figure","2020","17",""
